Gene	Whole_Body	Muscle	Gut	Fat_Body
FBgn0000278	0	0	0	0
FBgn0000279	0.0530035335689046	0	0	0
FBgn0000283	0.11269592476489	0.102037617554859	0.05987460815047	0.040282131661442
FBgn0000286	0.0524867122247531	0.0620728929384966	0.0271450265755505	0.0441343963553531
FBgn0000287	0.150390625	0.0439453125	0	0
FBgn0000289	0.0837277029486713	0.0558184686324474	0.034461837155685	0.022327387452979
FBgn0000299	0.036144578313253	0.0216085581263106	0	0.0442833280022746
FBgn0000303	0.0984251968503937	0.0393700787401575	0	0
FBgn0000307	0.0695167286245355	0.0773234200743496	0.0459107806691449	0.025092936802974
FBgn0000308	0.0263045302853481	0.0497543053459297	0.0150020300077013	0.00878638310887944
FBgn0000316	0.0586408249471983	0.0715616846813268	0.0408746428127719	0.0416200770282024
FBgn0000317	0.0562259306803594	0.0439024390243903	0.0290115532734275	0.0138639281129653
FBgn0000318	0.0394255346536474	0.051819569334878	0.0269579448704511	0.0176532244717824
FBgn0000319	0.0492507087889832	0.050903199675982	0.0457513163223977	0.0407128392061563
FBgn0000320	0.171063149480416	0.0935251798561151	0	0.00719424460431655
FBgn0000326	0.0391257094553798	0.0565149136577708	0.0312764158918005	0.0448013524936603
FBgn0000330	0.0476352500850629	0.0328342973800612	0.0226267437904049	0.0258591357604627
FBgn0000337	0	0	0	0
FBgn0000339	0.0343112713193819	0.0415873969493675	0.0166883615366644	0.0185240813056974
FBgn0000346	0.454054054054054	0.0522522522522523	0	0
FBgn0000351	0.475409836065573	0	0	0
FBgn0000352	0.1024	0.0828000000000001	0.0236000000000001	0.0292
FBgn0000370	0.143877151799687	0.205183881064162	0.0569248826291079	0.0983959311424102
FBgn0000376	0.0780246913580247	0.0829629629629629	0.0444444444444444	0.0123456790123457
FBgn0000377	0.0632434575733543	0.0644329896907215	0.0442109436954798	0.0194290245836638
FBgn0000382	0.0685956597655276	0.0548765278124221	0.0324270391618858	0.0132202544275381
FBgn0000384	0.182461103253183	0.173031588873173	0.0825082508250825	0.0862800565770863
FBgn0000392	0	0	0	0
FBgn0000394	0.023131076097888	0.03117666778411	0.00452564532349983	0.0129064699966477
FBgn0000395	0.070801317233809	0.090010976948408	0.0510428100987925	0.0161909989023052
FBgn0000404	0.143972576652066	0.0316130260902685	0.0222814701961531	0.00438011807274805
FBgn0000405	0.163773452568823	0.0306856040680344	0.0117482027003331	0.00438365772400491
FBgn0000406	0.0157778864970646	0.00129647749510763	0.00447651663405088	0.102470645792563
FBgn0000409	0.0191414991400196	0.0257624234802389	0.0100238575206673	0.00669490114848997
FBgn0000411	0.0960163432073544	0.038815117466803	0	0
FBgn0000412	0.0887766149404547	0.056761354848688	0.017502706604114	0.0123214930143836
FBgn0000414	0.0575065847234416	0.0746268656716415	0.00724319578577699	0.00263388937664618
FBgn0000416	0.0390145515533371	0.0385748571409537	0.121683763117967	0.011905059317108
FBgn0000422	0.0309463037240197	0.118252294814275	0	0
FBgn0000426	0.0722715134809201	0.0520285985011628	0.017572573003704	0
FBgn0000439	0.206521739130435	0	0	0
FBgn0000442	0	0	0	0
FBgn0000447	0.0801620719790259	0.04329864145547	0.023834114562644	0.0181933741161516
FBgn0000448	0.0323660714285714	0.015625	0.0100446428571429	0.0301339285714286
FBgn0000449	0.180616740088106	0	0	0
FBgn0000451	0.0997983870967742	0.0816532258064516	0.0362903225806452	0
FBgn0000454	0.0350284900284901	0.0344301994301995	0.0340740740740741	0.0461111111111111
FBgn0000455	0.0385984290623465	0.023073146784487	0.1556823760432	0.0149116347569956
FBgn0000459	0.135135135135135	0.0440967283072545	0.0469416785206259	0
FBgn0000463	0.162947937795808	0.0371872887085868	0.00811359026369169	0
FBgn0000464	0.00904662491301322	0.00487125956854558	0.00208768267223382	0.00208768267223382
FBgn0000473	0	0	0	0
FBgn0000477	0.0412844036697247	0.00326661106477621	0.133514039477342	0.165137614678899
FBgn0000479	0.0348229831688915	0.074095569742697	0.00541690849293867	0.00386922035209905
FBgn0000482	0.0615449026585724	0.063638266694578	0.0401925894913126	0.0370525434373038
FBgn0000489	0.130516840882695	0.398954703832753	0.0136469221835075	0
FBgn0000490	0.0670006261740764	0.0701314965560425	0.00438321853475265	0
FBgn0000492	0.114801444043321	0.0859205776173286	0	0.0584837545126354
FBgn0000497	0.355493998153278	0.180978762696214	0	0
FBgn0000499	0.0927782497875955	0.0594732370433306	0.0288870008496177	0.0139337298215803
FBgn0000504	0.0629235237173283	0.0329138431752177	0.0174249757986447	0.0367860600193612
FBgn0000520	0.0703953712632595	0.0916104146576663	0.0511089681774349	0.0110896817743491
FBgn0000524	0.103481939472828	0.0833062154246664	0.0341685649202733	0.0201757240481614
FBgn0000527	0.0776681353093253	0.0717692895896297	0	0
FBgn0000533	0.051133368476542	0.147074327886136	0	0
FBgn0000535	0.16	0	0	0
FBgn0000536	0.0164395652893474	0.0115849285596072	0.0132399183538368	0.0205770397749213
FBgn0000541	0.24221824686941	0.143470483005367	0.065474060822898	0.0694096601073346
FBgn0000542	0.104912067919951	0.0648878107944209	0.00272892662219527	0
FBgn0000543	0.0674748959098703	0.0810678422728387	0.0511878520695566	0.0282880235121234
FBgn0000546	0.0409014196366525	0.063238359972203	0.0328104834706641	0.0108706442966346
FBgn0000547	0.116576022700402	0.0604161740364151	0.013596594939702	0.00106408134310712
FBgn0000551	0	0.196407185628743	0	0
FBgn0000556	0.129529856123762	0.148742758359176	0.0561482776436785	0.153494718198929
FBgn0000557	0.194878201124297	0.0126483447845097	0	0
FBgn0000559	0.0548630870611411	0.0628399087345976	0.0272030833227015	0.0473965920857825
FBgn0000560	0.48936170212766	0	0	0
FBgn0000562	0.0559911368672234	0.0660473836713822	0.0619567070052837	0.0109936935401398
FBgn0000565	0.0336473869492015	0.0766483563204708	0.00316321151000833	0.0658237104811142
FBgn0000566	0.0397938933955367	0.0183128503290046	0.00774640531977856	0.115586811962539
FBgn0000567	0.0561096000805883	0.0717739498337867	0.0158658204895739	0.0314294348745845
FBgn0000568	0.0482921928817451	0.0401119402985074	0.030927095292767	0.0226033295063146
FBgn0000575	0.0724885844748858	0.0497582594681708	0.0432111200644641	0.0125906526994359
FBgn0000576	0.126957955482275	0.0948062654575432	0	0
FBgn0000577	0.1275	0.08	0	0
FBgn0000578	0.123145749941135	0.0904167647751355	0.0193077466446904	0.00541558747351072
FBgn0000579	0.0193523982448177	0.0428355273112422	0.00610531093962778	0.0144197306702981
FBgn0000581	0.0879668049792529	0.0512448132780083	0.033195020746888	0.0195020746887967
FBgn0000588	0.0874568469505177	0.0563866513233601	0.043728423475259	0
FBgn0000591	0.206747404844291	0.0588235294117648	0	0
FBgn0000592	0	0.247619047619048	0	0.266666666666666
FBgn0000611	0.051453679369251	0.0523570959264126	0.0268561103810775	0.0156455321944809
FBgn0000615	0.434015707480367	0.00128749839062701	0.00566499291875886	0.0292262134672332
FBgn0000617	0.0537313432835821	0.0649253731343284	0.0297014925373134	0.0217910447761194
FBgn0000618	0.0422069330510716	0.0551733262767928	0.0246096851018788	0.0193172797036253
FBgn0000625	0.128358208955224	0.0611940298507464	0	0
FBgn0000629	0.0705964585274931	0.0640726933830383	0.0337837837837838	0.0253960857409133
FBgn0000633	0.192307692307692	0.0352564102564103	0	0
FBgn0000635	0.0736391049039836	0.0466592604348516	0.0252340898270116	0.0079352483732741
FBgn0000636	0.0595033428844318	0.0393505253104106	0.00916905444126074	0.00038204393505253
FBgn0000639	0.0313233268242541	0.000976837977727571	3.17796685820959e-05	0.221727342822163
FBgn0000640	0.0278771583184039	0.000721248038568039	0	0.28567962911321
FBgn0000644	0.213114754098361	0	0	0.366120218579235
FBgn0000658	0.10673049845114	0.143058293438468	0	0
FBgn0000659	0.0861892583120203	0.0030690537084399	0.0813299232736573	0
FBgn0000662	0.0601092896174863	0.0604927619595436	0.0361422682389034	0.0232959447799827
FBgn0000667	0.112298387096774	0.39203629032258	0.0216733870967742	0.0121975806451613
FBgn0000709	0.0547422024188416	0.065404201145767	0.0485359643539148	0.0155951623169956
FBgn0000711	0.141388174807198	0.139845758354756	0.176863753213368	0.0416452442159383
FBgn0000715	0.12962962962963	0	0	0
FBgn0000719	0.0286776420605417	0.0384138785625774	0.00336342715524872	0.047973092582758
FBgn0000721	0.0334160170092133	0.0669029057406094	0.0103118355776045	0.0540751240255139
FBgn0000723	0.0655578655578657	0.102148302148302	0.078863478863479	0.00235620235620236
FBgn0000808	0.0761421319796954	0	0	0
FBgn0000810	0.0613185799907792	0.0633932687874597	0.0198248040571692	0.0163669893960351
FBgn0000928	0.538461538461539	0	0	0
FBgn0000964	0.5	0	0	0
FBgn0000996	0.107881773399015	0.0630541871921183	0.0315270935960591	0.0147783251231527
FBgn0001075	0.190613718411552	0.0476534296028881	0.00216606498194946	0
FBgn0001077	0.414634146341464	0	0	0
FBgn0001078	0.0270270270270269	0.019180470793374	0.018308631211857	0.002615518744551
FBgn0001079	0.0795601552393273	0.0672703751617077	0.0582147477360931	0.0219922380336351
FBgn0001083	0.030816304229046	0.091246858266856	0	0
FBgn0001084	0.0907348242811501	0.063258785942492	0.0357827476038339	0
FBgn0001085	0.125418860698899	0.0378171373863092	0.0205840114887505	0.00478697941598851
FBgn0001086	0.177807848443843	0.0313937753721245	0.0140730717185385	0
FBgn0001087	0.052995391705069	0.0409809084924292	0.0261685319289006	0.0406517445687953
FBgn0001089	0.0476125324941852	0.0738815159392529	0.00424134628540155	0.00519906964016967
FBgn0001090	0.154199408102868	0.0800081640983773	0	0.00102051229717318
FBgn0001091	0.117478004831003	0.235890473755664	0.0297970626090942	0.120916127439745
FBgn0001092	0.119388323127804	0.298094240151937	0.038999312354694	0.0623792527587675
FBgn0001098	0.031378699358299	0.0375921846566422	0.00574657599846758	0.0100924240973087
FBgn0001099	0.0148542600896861	0	0	0
FBgn0001104	0.0648612504179204	0.0642594450016716	0.0502173186225342	0.0161818789702441
FBgn0001105	0.039940265292378	0.0294866914585225	0.0187110187110187	0.0250358701062926
FBgn0001108	0.0612597066436583	0.0820630812002684	0.0415108810277058	0.0193653532738951
FBgn0001112	0.0307743373322586	0.101095357769453	0	0
FBgn0001114	0.0416495410330182	0.0197173128739097	0.00013700506918756	0.145350961318902
FBgn0001122	0.0486396108831131	0.032375740994072	0.0416476668186654	0.00638394892840857
FBgn0001123	0.0364462994708206	0.0745323097562793	0.0192293359171201	0.017887754341507
FBgn0001124	0.150071422569532	0.104276951516679	0.117553146794387	0.0913368624485336
FBgn0001125	0.121178695241097	0.142504464754701	0.0257379976888328	0.200178590188044
FBgn0001128	0.0700179533213644	0.120686215838819	0.0602433672451627	0.0895671254737683
FBgn0001133	0.0534386617100372	0.0697026022304833	0.0439126394052044	0.0232342007434944
FBgn0001134	0.119718309859155	0.0563380281690142	0.0915492957746479	0.26056338028169
FBgn0001137	0.0297443461160276	0.132866273352999	0.00331858407079646	0.00430186823992135
FBgn0001138	0.0516488845780795	0.0169738118331716	0.123666343355965	0
FBgn0001139	0.0721373022257978	0.0594439974970949	0.0251184410476446	0.0151962098864754
FBgn0001142	0.0474596828534208	0.0405282781546201	0.00467633978707156	0.18337900363865
FBgn0001145	0.048542171047297	0.0851587568199984	0.0702097837293084	0.00194608870921033
FBgn0001147	0.107758620689655	0.0991379310344828	0	0
FBgn0001148	0.153846153846154	0.128205128205128	0	0
FBgn0001149	0.0480454132222668	0.17544768388338	0.0185592366293861	0.0173435661078106
FBgn0001150	0	0	0	0
FBgn0001168	0.0498742275084624	0.063786838918046	0.0617993230023912	0.0280736623086239
FBgn0001169	0.0854855371900824	0.0485537190082645	0.0268595041322314	0.0255681818181818
FBgn0001170	0.0286944045911047	0.0258249641319943	0.131994261119082	0
FBgn0001179	0.050780437044745	0.0462018730489074	0.0245577523413111	0.0197710718002081
FBgn0001185	0.0620786516853933	0.0553370786516854	0.0314606741573034	0.0205056179775281
FBgn0001186	0.101170160897124	0.191491955143832	0.0589956118966357	0.0469283276450511
FBgn0001187	0.105263157894737	0.0622009569377991	0	0.303827751196172
FBgn0001189	0.0356201375940334	0.0344628046036135	0.0393493216742751	0.029126213592233
FBgn0001197	0.0633363787821788	0.0382920406298705	0.0146181544579997	0.00300962003547052
FBgn0001202	0.0498461538461538	0.0673846153846154	0.0630769230769231	0.031897435897436
FBgn0001206	0.261083743842364	0.157635467980295	0.0467980295566503	0.0344827586206897
FBgn0001208	0.0251923097159814	0.000904986898736176	0	0.13114943859243
FBgn0001215	0.0852185948835432	0.0640511645666285	0.0171821305841924	0.0189242077128675
FBgn0001216	0.360714285714286	0	0	0
FBgn0001217	0.192479286169535	0.0309114085404717	0	0.00685149776927978
FBgn0001218	0.0576378032175098	0.0614907458772504	0.0134802561904282	0.059771042412628
FBgn0001220	0.0881048305050259	0.0473690636063973	0.0282423798478004	0.0232775810849307
FBgn0001222	0.0651790957134469	0.0715208455666471	0.0307692307692308	0.0333529066353494
FBgn0001223	0	0	0	0
FBgn0001224	0.0679947516895987	0.0185841624381657	0.00473167273393502	0.265285476450312
FBgn0001225	0.126594134239444	0.10608684287908	0.0148658803541673	0.0271942148310299
FBgn0001226	0.07218392381475	0.0634267357181238	0.00754535789004356	0.0257285271690045
FBgn0001227	0.0436484045755569	0.00511739915713426	0	0
FBgn0001228	0	0	0	0
FBgn0001229	0.198298187199408	0.0103588605253422	0.100752250585769	0
FBgn0001230	0.116864075436983	0.204088086476541	0.0133969641214351	0.0422608095676173
FBgn0001233	0.085157309819472	0.0439156579359282	0.0389393978921006	0.0270987686528227
FBgn0001234	0.202492211838006	0.168224299065421	0.142523364485981	0.0646417445482867
FBgn0001235	0.0644951140065147	0.0838219326818675	0.0110749185667752	0.00412595005428883
FBgn0001247	0.0773563650018776	0.0633370884966831	0.0361747402678683	0.0168982350732257
FBgn0001248	0.0354903341094925	0.0670601613689284	0.0144365625169221	0.0199382682623057
FBgn0001250	0.0489456374540531	0.106500290191526	0.00261172373766686	0.00609402205455601
FBgn0001253	0.194906261054121	0.0304209409267775	0	0
FBgn0001254	0.207977689512381	0.0685089720837207	0	0
FBgn0001255	0.180861893450967	0.156769596199525	0	0
FBgn0001256	0	0	0	0
FBgn0001257	0.0443741661313436	0.217744725008648	0.0140584078667787	0.0312052181647477
FBgn0001258	0.100810642278113	0.422988983579297	0.0120557056744959	0
FBgn0001259	0.146981627296588	0.0748031496062992	0	0
FBgn0001269	0.054641211323239	0.0513495720868992	0	0
FBgn0001276	0.0466864490603363	0.0824925816023739	0.056379821958457	0.0235410484668645
FBgn0001280	0.0661537017922492	0.0500609927747021	0.0170779769165806	0.0147321009665009
FBgn0001281	0.393298059964727	0	0	0
FBgn0001285	0.0780588088711686	0	0.404124096685771	0
FBgn0001291	0.0394595369507562	0.0654791771199197	0.0485986667622393	0.0188158554942298
FBgn0001296	0.0624349635796045	0.040582726326743	0.00780437044745057	0.0395421436004162
FBgn0001297	0.0204362350167027	0.0342568939542805	0.0184384620423135	0.00288203314338114
FBgn0001301	0.0703295371940877	0.143506178822389	0.0145384056215168	0.0249575963169372
FBgn0001308	0.0539228902669183	0.0605284443246158	0.0432281836973129	0.0235463287498877
FBgn0001311	0.0709652054255946	0.188126597208571	0.000786318065657558	0
FBgn0001313	0.368421052631579	0	0	0
FBgn0001316	0.0756570867108817	0.037828543355441	0.0503561778432818	0.0106853352984525
FBgn0001319	0.15234375	0.0859375	0	0
FBgn0001320	0.133460438512869	0.0667302192564346	0.0190657769304099	0
FBgn0001321	0.0227032734952482	0.0316789862724393	0	0
FBgn0001323	0.102189781021898	0.0967153284671534	0.0182481751824817	0
FBgn0001324	0.0828596414516832	0.0559685177087888	0.0334499344118933	0.0155225185832969
FBgn0001325	0.0305084745762712	0	0	0.25115562403698
FBgn0001330	0.0707785642062688	0.0626895854398383	0.0384226491405461	0.0101112234580384
FBgn0001341	0.0628778718258767	0.0399032648125756	0.026199113260782	0.00483675937122129
FBgn0001404	0.0355858930602958	0.0338566552901024	0.035858930602958	0.0278953356086461
FBgn0001491	0.0506345340340983	0.0585822330470451	0.0324317395205743	0.0317907960517883
FBgn0001565	0.0667566655416808	0.105231184610192	0.0463044211947351	0.0357070536618292
FBgn0001612	0.0503655564581641	0.0270782561603033	0.0211210398050366	0.033577037638776
FBgn0001624	0.0389930898321815	0.0459032576505429	0.0108588351431392	0.0124629812438302
FBgn0001941	0.0295651507017409	0.0240049083518675	0.026650816780428	0.00617378633330777
FBgn0001942	0.0438421787273299	0.0595757766496974	0.0251319541710011	0.0176483448370303
FBgn0001961	0.0477535349060435	0.0616531915679106	0.0428065123490974	0.0179975634068003
FBgn0001965	0.0873557805509774	0.0753473039792797	0.0466211443371792	0.0190722863197551
FBgn0001967	0	0	0	0
FBgn0001970	0	0	0	0
FBgn0001974	0.0608089260808927	0.0728033472803347	0.0326359832635983	0.0276150627615063
FBgn0001977	0.0270856616921965	0.052133324567747	0.0160738938925777	0.00986128459667346
FBgn0001978	0.094878144141796	0.0634693079629869	0.0271080411833702	0.0151179460445719
FBgn0001981	0.0564001961745954	0.0384992643452673	0.159391858754292	0
FBgn0001983	0.156583629893239	0	0	0
FBgn0001986	0.0956003969566656	0.0459808137611644	0.028117763810784	0.0165398610651671
FBgn0001987	0.0590835077925099	0.063890827324184	0.0517174536713964	0.00317903388384896
FBgn0001989	0.042566285450536	0.0412841684188932	0.0279501512898098	0.00794912559618442
FBgn0001990	0.0730146782085059	0.0421528039141889	0.0334964245389538	0.0477982687241249
FBgn0001991	0.0779092702169625	0.166666666666667	0.0167652859960552	0
FBgn0001992	0.0315457413249211	0	0	0
FBgn0001994	0.0812934810615819	0.0435454779695956	0.0242205617108993	0.0177789229580005
FBgn0001995	0.0741385985288426	0.0582655826558264	0.0361982191250484	0.0133565621370499
FBgn0002021	0.0564150943396227	0.0739622641509436	0.0377358490566038	0.0264150943396227
FBgn0002022	0.0603731711326648	0.0580305770179188	0.0285632089429558	0.0374815058359362
FBgn0002023	0.111004784688995	0	0.10622009569378	0
FBgn0002031	0.0494749012428942	0.0452355718277291	0.0218710858464206	0.0112727623085076
FBgn0002036	0.133736559139785	0.03125	0.0258736559139785	0.0228494623655914
FBgn0002044	0.0705778561976181	0.0724305249228055	0.0387295985884428	0.0239964711071901
FBgn0002069	0.0100400504745707	0.00751632193997914	0.0105338234487299	0.00927195918143415
FBgn0002121	0.0614518722719964	0.0725936135998161	0.0378474615207903	0.0151619572708477
FBgn0002174	0.0929098760273017	0.0384454659423318	0.0224265217996936	0.00557180665830894
FBgn0002183	0.0952894995093229	0.0596663395485771	0.0261040235525025	0.0117762512266928
FBgn0002283	0.0645719227443066	0.0490054770827327	0.0285384837128856	0.010521764197175
FBgn0002284	0.0474375298424319	0.105292057934108	0.0341238261976762	0.00968486391851027
FBgn0002306	0.0899461066716222	0.152945549154432	0.00111503438022672	0
FBgn0002354	0.0366455250176181	0.0552031947380784	0.0324171952078929	0.0204369274136716
FBgn0002413	0.0507850834151128	0.0425662414131501	0.0225711481844947	0.0112242394504416
FBgn0002431	0.22555168408827	0.120789779326365	0.0803716608594656	0.0819976771196286
FBgn0002440	0.0084458881860147	0.0770730039322961	0	0
FBgn0002441	0.0549525101763908	0.0619629127091814	0.019674355495251	0.0115332428765265
FBgn0002466	0.147422680412371	0.0324742268041237	0.0144329896907216	0
FBgn0002521	0.0559493863861575	0.068679015168839	0.0227151459714917	0.0291942983459106
FBgn0002522	0.0263446761800219	0	0.0834248079034027	0
FBgn0002524	0.0473649647020193	0.0435068133311444	0.0709243145624692	0.0275816778854047
FBgn0002525	0.109189957366177	0.0337123006474024	0.0268435180798989	0.00300015790304754
FBgn0002526	0.073865743602423	0.0279391766596613	0.0221906292495983	0.0711460007417481
FBgn0002531	0.0629291460780446	0.563665650222651	0	3.48744193954084e-05
FBgn0002533	0.0691698779033704	0.600603573230659	0	3.37461071454971e-05
FBgn0002534	0.0843572345497889	0.532174466976169	0	0
FBgn0002535	0.0720087900254689	0.528275691012154	0	3.78098136127429e-05
FBgn0002542	0.115817535545023	0.0725710900473933	0.0195497630331753	0.00503554502369668
FBgn0002543	0.0615901455767077	0.0190369540873461	0.00755879059350504	0.0111982082866741
FBgn0002552	0.0810614322064704	0.074518356961105	0.0385314431115958	0.0185387131952017
FBgn0002562	0.0582766530169518	0.00489349739527617	0	0.405590578213861
FBgn0002563	0.0218105697214508	0.00136083761115319	1.85839714999018e-05	0.102235336194564
FBgn0002564	2.65262041001932e-05	0	0	2.2315695512861e-05
FBgn0002565	0.100870075276176	0.00497604848958844	0	0.208788737902043
FBgn0002566	0.0319910722589046	0.0332000371989212	0.0161815307356087	0.0202734120710499
FBgn0002567	0.0502487248913796	0.0199609596373025	0.0567974308922612	0.133052074806372
FBgn0002569	0.0345518277416124	0	0.209814722083125	0
FBgn0002570	0.0975238095238097	0	0.441142857142857	0
FBgn0002571	0.0160218371706622	0	0.161523854735343	0
FBgn0002573	0.115291262135923	0	0	0
FBgn0002576	0.0958083832335331	0.0329341317365269	0	0
FBgn0002577	0.0761421319796954	0	0	0
FBgn0002578	0.0113797463504349	0	0.0354802866010192	0
FBgn0002579	0.0320136530026713	0.0499835108663389	0.0262985192757972	0.0374583649375062
FBgn0002590	0.0389400885956742	0.0358428554458105	0.0189776548143123	0.0219354349985624
FBgn0002592	0.115806304248515	0.0925079945180447	0	0
FBgn0002593	0.0352609228877198	0.0500777714370641	0.023414251176215	0.0274690304040371
FBgn0002607	0.0415619394687845	0.0332961461022542	0.0226210747425463	0.026968003197218
FBgn0002609	0.131730769230769	0.0432692307692307	0.026923076923077	0
FBgn0002622	0.0497178527537525	0.0502963184953386	0.0316855190742689	0.0311511932888682
